Job Title,Job Description,link,price,combined
Web-scraping,I need a quick turnaround on a web scraping task. It is a single website to be inputted in an Excel spreadsheet that I will provide. I can do a quick call to explain.,https://www.peopleperhour.com/freelance-jobs/marketing-branding-sales/strategy-research/web-scraping-4384696,$232,web-scraping i need a quick turnaround on a web scraping task. it is a single website to be inputted in an excel spreadsheet that i will provide. i can do a quick call to explain.
Populate Form Field From API Data,"Hi, I need help adding a new form field and filling it with data from a custom API. It’s a straightforward job, but it’s a bit urgent. So, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. Thanks, Tim",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/populate-form-field-from-api-data-4394661,$60,"populate form field from api data hi, i need help adding a new form field and filling it with data from a custom api. it’s a straightforward job, but it’s a bit urgent. so, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. thanks, tim"
Gov Data Pulling App,"I am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the United Kingdom. The app would periodically retrieve open data from credible UK sources like data.gov.uk through public APIs and display metrics and statistics in an easy-to-read format. Examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. Users should be able to filter the data by location, demographic and time period. The frontend would have a clean, minimalistic interface optimized for both iPhone and Android. Data sets must be refreshed regularly through automated weekly/monthly calls to data sources. Backend services are needed to store cached results, handle API tokens and authenticate data sources. Developer is expected to research authoritative UK agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. Security, privacy and legal compliance with relevant open data licenses and terms of use is a must. Unit testing, continuous integration and monitoring are important to ensure high performance and uptime. The app should work offline by storing common queries locally when internet is unavailable. Documentation for app architecture, data sources and expansion roadmap must be provided. Interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget.",https://www.peopleperhour.com/freelance-jobs/technology-programming/mobile-app-development/gov-data-pulling-app-4392853,$539,"gov data pulling app i am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the united kingdom. the app would periodically retrieve open data from credible uk sources like data.gov.uk through public apis and display metrics and statistics in an easy-to-read format. examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. users should be able to filter the data by location, demographic and time period. the frontend would have a clean, minimalistic interface optimized for both iphone and android. data sets must be refreshed regularly through automated weekly/monthly calls to data sources. backend services are needed to store cached results, handle api tokens and authenticate data sources. developer is expected to research authoritative uk agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. security, privacy and legal compliance with relevant open data licenses and terms of use is a must. unit testing, continuous integration and monitoring are important to ensure high performance and uptime. the app should work offline by storing common queries locally when internet is unavailable. documentation for app architecture, data sources and expansion roadmap must be provided. interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget."
Scraping of a marketplace with high captcha rate,"There are three markets that are only accessible through the Tor network. All three show a captcha about every 10 pages, and there are about 70,000 pages to download on each. In one case, instead of a captcha, the account that is used to scrape is banned, and a new one needs to be created. The captchas are not standard and are quite complex to solve. There are no emails in the registration form making account creation much easier. I need to collect all of the data from all three markets.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/scraping-of-a-marketplace-with-high-captcha-rate-4383182,$272,"scraping of a marketplace with high captcha rate there are three markets that are only accessible through the tor network. all three show a captcha about every 10 pages, and there are about 70,000 pages to download on each. in one case, instead of a captcha, the account that is used to scrape is banned, and a new one needs to be created. the captchas are not standard and are quite complex to solve. there are no emails in the registration form making account creation much easier. i need to collect all of the data from all three markets."
Web scraping tool,"I am seeking development of an automated web data extraction application. The tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. Rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. It should seamlessly navigate sites, interpret HTML/JavaScript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. User-interface for configuration and output should be intuitive and minimal. Primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. Experience with web scraping libraries such as Selenium, BeautifulSoup or Scrapy would be beneficial. Proficiency in Python is required for this project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-tool-4382888,$449,"web scraping tool i am seeking development of an automated web data extraction application. the tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. it should seamlessly navigate sites, interpret html/javascript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. user-interface for configuration and output should be intuitive and minimal. primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. experience with web scraping libraries such as selenium, beautifulsoup or scrapy would be beneficial. proficiency in python is required for this project."
Full-Stack Developer — Build a Tiered AI Voice Assistant SaaS,"We’re building a SaaS platform powered by voice AI that makes human-like outbound calls, books appointments, and automates follow-ups — saving businesses time and helping them scale. The platform will include tiered pricing plans, modular add-ons, and integrations with calling and AI tools (like Twilio and ElevenLabs). What You’ll Build • The core voice assistant platform (frontend + backend) • Integration with Twilio for call management, logging, and recording • Text-to-speech voice generation via OpenAI, ElevenLabs, or similar • User dashboard to view call logs, booking results, and lead summaries • Role-based multi-user accounts • Call tagging, smart summaries, appointment scheduling, calendar integration • Ability to scale features by tier (e.g., Starter, Pro, Growth plans) • Modular add-on system (e.g., voice cloning, advanced analytics, CRM integration) • Consent logging & basic TCPA compliance Ideal Skills • Full-stack experience (React, Node.js or similar modern stack) • Strong experience integrating Twilio or other voice APIs • Familiarity with AI/LLM integration (e.g. GPT-4, Whisper, ElevenLabs) • SaaS app architecture and tiered billing models • Experience building dashboards and analytics tools • Bonus: Familiarity with compliance requirements (e.g., TCPA, GDPR) Workflow & Expectations • Develop in clear, testable milestones • Provide progress updates (screenshots, demo links, or staging) • Work closely with myself to shape features and user flow",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-agent-development/full-stack-developer-build-a-tiered-ai-voice-assistant-s-4393526,$2.7K,"full-stack developer — build a tiered ai voice assistant saas we’re building a saas platform powered by voice ai that makes human-like outbound calls, books appointments, and automates follow-ups — saving businesses time and helping them scale. the platform will include tiered pricing plans, modular add-ons, and integrations with calling and ai tools (like twilio and elevenlabs). what you’ll build • the core voice assistant platform (frontend + backend) • integration with twilio for call management, logging, and recording • text-to-speech voice generation via openai, elevenlabs, or similar • user dashboard to view call logs, booking results, and lead summaries • role-based multi-user accounts • call tagging, smart summaries, appointment scheduling, calendar integration • ability to scale features by tier (e.g., starter, pro, growth plans) • modular add-on system (e.g., voice cloning, advanced analytics, crm integration) • consent logging & basic tcpa compliance ideal skills • full-stack experience (react, node.js or similar modern stack) • strong experience integrating twilio or other voice apis • familiarity with ai/llm integration (e.g. gpt-4, whisper, elevenlabs) • saas app architecture and tiered billing models • experience building dashboards and analytics tools • bonus: familiarity with compliance requirements (e.g., tcpa, gdpr) workflow & expectations • develop in clear, testable milestones • provide progress updates (screenshots, demo links, or staging) • work closely with myself to shape features and user flow"
Build AI Call Answering System,"This UK training provider seeks an intelligent telephone solution to automate common inquiries, schedule bookings, and route calls. The system will utilize natural language recognition to address frequent questions about course availability, locations, and policies while integrating with external booking platforms. Callers can book training directly or transfer to staff for specialized assistance. The tailored solution should provide automated phone answering, opt-in calling lists, and SMS receipts. Preference is given to cloud-hosted platforms with robust voice interfaces and API connectivity that can scale operations. Candidates should demonstrate experience developing similar virtual agents along with technical expertise in Dialogflow, Twilio Studio, Asterisk or comparable stacks. Proposals will be evaluated based on design, customization, support services and quoted costs.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/build-ai-call-answering-system-4387608,$494,"build ai call answering system this uk training provider seeks an intelligent telephone solution to automate common inquiries, schedule bookings, and route calls. the system will utilize natural language recognition to address frequent questions about course availability, locations, and policies while integrating with external booking platforms. callers can book training directly or transfer to staff for specialized assistance. the tailored solution should provide automated phone answering, opt-in calling lists, and sms receipts. preference is given to cloud-hosted platforms with robust voice interfaces and api connectivity that can scale operations. candidates should demonstrate experience developing similar virtual agents along with technical expertise in dialogflow, twilio studio, asterisk or comparable stacks. proposals will be evaluated based on design, customization, support services and quoted costs."
Online ordering,"Aspire Catering – Online Ordering Website Brief Objective Build a mobile-friendly website that allows customers to: - View an interactive, customizable sandwich and catering menu - Place real-time or scheduled orders - Pay securely online - Receive confirmation by email/SMS - Log in to manage their account and order history Core Features Example site - https://www.philpotts.co.uk/?mid=1649 Online Menu with Customization - Numerous Categories: Eg breakfast, Lunch, Salads, Savouries, Cakes, Grazing Platters, Canapés - Item customization (e.g. bread type, toppings, dietary filters: GF, VG, V) - Minimum order rules per item (e.g. 5 or 10 portions) Real-Time Ordering / Scheduling - Choose between ASAP and scheduled orders - Delivery or pickup time slots - Optional availability calendar (e.g. disable Sundays) Secure Online Payments - Integrate with Stripe or PayPal - PCI-compliant, SSL-secured checkout - Optional tip/gratuity field Client Login / Account System - Register, log in, reset password - View past orders and reorder - Save delivery addresses Order Confirmation - Automated email receipts - Optional SMS confirmation via Twilio or similar - Admin email alert for new orders Mobile-Friendly Responsive Design - Clean layout for easy use on phones/tablets - Accessibility-friendly Nice to have • Delivery zone checker (postcode-based) Back Office (Admin Panel) - Dashboard to view/manage orders - Export order reports (CSV) - Update menu items, pricing, descriptions, availability - Manage user accounts Content to Be Provided by You - High-quality food images (optional) - Final menu items and prices - Branding: logo, brand colors, fonts - Business hours and contact info Other • Client happy to populate site once sample info added • Training manual to be provided • Support on integration of payment portal • Have current website it could live on ( https://www.aspire-leeds.co.uk/)",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/online-ordering-4387246,$340,"online ordering aspire catering – online ordering website brief objective build a mobile-friendly website that allows customers to: - view an interactive, customizable sandwich and catering menu - place real-time or scheduled orders - pay securely online - receive confirmation by email/sms - log in to manage their account and order history core features example site - https://www.philpotts.co.uk/?mid=1649 online menu with customization - numerous categories: eg breakfast, lunch, salads, savouries, cakes, grazing platters, canapés - item customization (e.g. bread type, toppings, dietary filters: gf, vg, v) - minimum order rules per item (e.g. 5 or 10 portions) real-time ordering / scheduling - choose between asap and scheduled orders - delivery or pickup time slots - optional availability calendar (e.g. disable sundays) secure online payments - integrate with stripe or paypal - pci-compliant, ssl-secured checkout - optional tip/gratuity field client login / account system - register, log in, reset password - view past orders and reorder - save delivery addresses order confirmation - automated email receipts - optional sms confirmation via twilio or similar - admin email alert for new orders mobile-friendly responsive design - clean layout for easy use on phones/tablets - accessibility-friendly nice to have • delivery zone checker (postcode-based) back office (admin panel) - dashboard to view/manage orders - export order reports (csv) - update menu items, pricing, descriptions, availability - manage user accounts content to be provided by you - high-quality food images (optional) - final menu items and prices - branding: logo, brand colors, fonts - business hours and contact info other • client happy to populate site once sample info added • training manual to be provided • support on integration of payment portal • have current website it could live on ( https://www.aspire-leeds.co.uk/)"
UI Filters Implementation & Status Field Update for CRM,"1. Actions Management — Filter UI & Functionalities Implement the following filters in the Actions Management interface: Filter Type Description Channel Dropdown / Multi-select Filters ContactItem and FirmContactItem. Can be required first or optional (configurable). ContactItem Searchable Dropdown Dynamically filtered based on selected Channel(s). Disabled or shows all if Channel is not selected. FirmContactItem Searchable Dropdown Same logic as ContactItem. Action Status Multi-select Dropdown Values: Pending, In Progress, Completed, Cancelled. Priority Multi-select Dropdown Values: High, Medium, Low. Type Multi-select Dropdown Values: Call, Email, Meeting, Task, Other. Planned Date Date Picker with Presets Presets: Past, Today, Next 7 Days, Next 30 Days, Custom Range. Employee Searchable Dropdown Filter by assigned employee. Contact Searchable Dropdown Filter by related contact. Filter Logic: Within the same filter (e.g., multiple statuses): use OR logic. Across different filters (e.g., status + priority + date): use AND logic. Planned Date Presets: Past: plannedDate < today Today: plannedDate = current date Next 7 Days: plannedDate between today and 7 days ahead Next 30 Days: plannedDate between today and 30 days ahead Custom Range: start and end dates manually selected 2. CommunicationTemplateItems – Add Missing Field Add a missing status field to the CommunicationTemplateItems interface: Display the field in both list/grid view and form Enable full CRUD support (create, edit, delete) Functional Requirements Search actions by subject, reference, or summary Sort actions by plannedDate, priority, createdAt, updatedAt View, create, edit, delete actions (delete requires confirmation) Bulk select actions for delete or reassignment Mark actions as complete or update their status Export actions list to CSV or Excel Use date picker for plannedDate field Navigate to related entities (Contact, Employee, etc.) Notifications for overdue or upcoming actions Layout Notes Main Grid Fields: id, ref, subject, actionStatus, priority, plannedDate, type, assigned employee, contact, createdAt Second Tab in Details/Edit Form: summary, message, Channel, ContactItem, FirmContactItem, updatedAt",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/ui-filters-implementation-status-field-update-for-crm-4394981,$50,"ui filters implementation & status field update for crm 1. actions management — filter ui & functionalities implement the following filters in the actions management interface: filter type description channel dropdown / multi-select filters contactitem and firmcontactitem. can be required first or optional (configurable). contactitem searchable dropdown dynamically filtered based on selected channel(s). disabled or shows all if channel is not selected. firmcontactitem searchable dropdown same logic as contactitem. action status multi-select dropdown values: pending, in progress, completed, cancelled. priority multi-select dropdown values: high, medium, low. type multi-select dropdown values: call, email, meeting, task, other. planned date date picker with presets presets: past, today, next 7 days, next 30 days, custom range. employee searchable dropdown filter by assigned employee. contact searchable dropdown filter by related contact. filter logic: within the same filter (e.g., multiple statuses): use or logic. across different filters (e.g., status + priority + date): use and logic. planned date presets: past: planneddate < today today: planneddate = current date next 7 days: planneddate between today and 7 days ahead next 30 days: planneddate between today and 30 days ahead custom range: start and end dates manually selected 2. communicationtemplateitems – add missing field add a missing status field to the communicationtemplateitems interface: display the field in both list/grid view and form enable full crud support (create, edit, delete) functional requirements search actions by subject, reference, or summary sort actions by planneddate, priority, createdat, updatedat view, create, edit, delete actions (delete requires confirmation) bulk select actions for delete or reassignment mark actions as complete or update their status export actions list to csv or excel use date picker for planneddate field navigate to related entities (contact, employee, etc.) notifications for overdue or upcoming actions layout notes main grid fields: id, ref, subject, actionstatus, priority, planneddate, type, assigned employee, contact, createdat second tab in details/edit form: summary, message, channel, contactitem, firmcontactitem, updatedat"
B2C Data Scraping Specialist for Queens,"I'm seeking a skilled data scraper to gather B2C phone numbers from specific ZIP codes in Queens, New York. The target demographic is aged 23–55 years. The final dataset should include: - Phone number - Name - Email (if available) - Age/DOB - Address (if possible) The data should be delivered in CSV format. Ideal Skills and Experience: - Expertise in scraping public records - Familiarity with age filtering in data scraping - Ability to provide a substantial number of leads per ZIP code - Efficient turnaround time - Previous samples of similar work Please include details on your data sources, age filtering capabilities, expected leads per ZIP code, turnaround time, and if you can provide a sample with your bids.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/b2c-data-scraping-specialist-for-queens-4387774,$500,"b2c data scraping specialist for queens i'm seeking a skilled data scraper to gather b2c phone numbers from specific zip codes in queens, new york. the target demographic is aged 23–55 years. the final dataset should include: - phone number - name - email (if available) - age/dob - address (if possible) the data should be delivered in csv format. ideal skills and experience: - expertise in scraping public records - familiarity with age filtering in data scraping - ability to provide a substantial number of leads per zip code - efficient turnaround time - previous samples of similar work please include details on your data sources, age filtering capabilities, expected leads per zip code, turnaround time, and if you can provide a sample with your bids."
Web Scraping for Business Data from Companies House,"We are seeking a skilled freelancer to scrape the Companies House website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. Further data enrichment will be necessary. Deliverables: - Comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - Email addresses for each identified company (through data enrichment processes) - Postal addresses for each identified company - Director contact details for each company (names, positions, and available contact information) - Accurate and structured data delivered in a timely manner The ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-for-business-data-from-companies-house-4389742,$681,"web scraping for business data from companies house we are seeking a skilled freelancer to scrape the companies house website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. further data enrichment will be necessary. deliverables: - comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - email addresses for each identified company (through data enrichment processes) - postal addresses for each identified company - director contact details for each company (names, positions, and available contact information) - accurate and structured data delivered in a timely manner the ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner."
"Web App, Database, Web Scraping, WhatsApp Business integration","Job Aggregator Project Draft Requirements Specification Date: 09 June 2025 Version: 3.0 Introduction The Client is a provider of recruitment services, specialising in provision of temporary workers to end-clients in the UK and US. Request for Proposal The Client wishes to automate several existing manual processes: • Receive job order information from various private job listing websites automatically (Web Scraping) • Aggregate and display job orders from multiple sources in an internal tool (Web App) • Send real-time notification of new job orders by to internal employees (MS Teams & WhatsApp for Business API) A proposal for development of an application to automate these processes is requested. Requirements Summary 1. Web Scraping a. Implement a head-less web scraper to scrape, or otherwise receive, a list of job orders from 15 private job listing websites according to a schedule b. Manage stored user credentials for each of these websites c. Parse the job order information into a database 2. Database a. Design and create a database to store the data of each job order 3. Web Application a. Create a desktop and mobile ready web app to display the job orders from multiple suppliers in a single pane of glass b. Display job orders in a tabular ('spreadsheet like') interface c. Permit sorting & filtering d. Link applied sort & filter to user sign-on and save per logged in user 4. Real-time notification a. Push notification of job alerts to internal employees by MS Teams & WhatsApp when new job orders are received b. Pushed job order notifications filtered per user 5. Single Sign-On a. Microsoft 365 Sign-Ons integrated into internal M365 tenant and Web App linked from internal SharePoint intranet site.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/web-app-database-web-scraping-whatsapp-business-integrati-4388427,$41/hr,"web app, database, web scraping, whatsapp business integration job aggregator project draft requirements specification date: 09 june 2025 version: 3.0 introduction the client is a provider of recruitment services, specialising in provision of temporary workers to end-clients in the uk and us. request for proposal the client wishes to automate several existing manual processes: • receive job order information from various private job listing websites automatically (web scraping) • aggregate and display job orders from multiple sources in an internal tool (web app) • send real-time notification of new job orders by to internal employees (ms teams & whatsapp for business api) a proposal for development of an application to automate these processes is requested. requirements summary 1. web scraping a. implement a head-less web scraper to scrape, or otherwise receive, a list of job orders from 15 private job listing websites according to a schedule b. manage stored user credentials for each of these websites c. parse the job order information into a database 2. database a. design and create a database to store the data of each job order 3. web application a. create a desktop and mobile ready web app to display the job orders from multiple suppliers in a single pane of glass b. display job orders in a tabular ('spreadsheet like') interface c. permit sorting & filtering d. link applied sort & filter to user sign-on and save per logged in user 4. real-time notification a. push notification of job alerts to internal employees by ms teams & whatsapp when new job orders are received b. pushed job order notifications filtered per user 5. single sign-on a. microsoft 365 sign-ons integrated into internal m365 tenant and web app linked from internal sharepoint intranet site."
Website development,"I aim to enhance the online presence and user experience of my existing website. The current site lacks visual appeal and optimal search engine optimization strategies to effectively engage visitors and rank well organically. An experienced freelancer is sought to revamp the design, structure and content of the website to create a more polished and professionally designed digital presence. The successful applicant will conduct a thorough audit of the current on-page and off-page SEO implementation and recommend actionable tactics to strengthen key focus keyword rankings over time. The redesigned website should feature an intuitive information architecture and clean layout employing responsive design principles to optimize the user experience across all devices. Creative visual design elements are encouraged to catch the eye and hold attention on homepage and interior pages. Reworking content for readability, relevance and optimized keyword distribution will aid both users and search engines in navigating and understanding the purpose and offerings of the site. Testing and measurement of ongoing SEO performance will help ensure continued progress up the SERPs for important business-related search terms. The goal is to build authority organically and drive more qualified traffic to the site, increasing exposure and customer acquisition without overreliance on paid promotion channels. Applicants with proven success upgrading similar small business sites are preferred. Portfolio examples requested.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-development-4389964,$374,"website development i aim to enhance the online presence and user experience of my existing website. the current site lacks visual appeal and optimal search engine optimization strategies to effectively engage visitors and rank well organically. an experienced freelancer is sought to revamp the design, structure and content of the website to create a more polished and professionally designed digital presence. the successful applicant will conduct a thorough audit of the current on-page and off-page seo implementation and recommend actionable tactics to strengthen key focus keyword rankings over time. the redesigned website should feature an intuitive information architecture and clean layout employing responsive design principles to optimize the user experience across all devices. creative visual design elements are encouraged to catch the eye and hold attention on homepage and interior pages. reworking content for readability, relevance and optimized keyword distribution will aid both users and search engines in navigating and understanding the purpose and offerings of the site. testing and measurement of ongoing seo performance will help ensure continued progress up the serps for important business-related search terms. the goal is to build authority organically and drive more qualified traffic to the site, increasing exposure and customer acquisition without overreliance on paid promotion channels. applicants with proven success upgrading similar small business sites are preferred. portfolio examples requested."
